THREADS; TOTAL MESSAGES; AVERAGE MESSAGES; TOTAL WORK-UNITS; AVERAGE WORK-UNITS 
1;224950;8998;4499886;179995
2;225000;9000;4500000;180000
3;225000;9000;4500000;180000
4;225000;9000;4500000;180000
5;225000;9000;4500000;180000
6;225000;9000;4500000;180000
7;225000;9000;4500000;180000
8;225000;9000;4500000;180000
9;225000;9000;4500000;180000
10;225000;9000;4500000;180000
11;225000;9000;4500000;180000
12;225000;9000;4500000;180000
13;225000;9000;4500000;180000
14;225000;9000;4500000;180000
15;225000;9000;4500000;180000
16;225000;9000;4500000;180000
17;225000;9000;4500000;180000
18;225000;9000;4500000;180000
19;225000;9000;4500000;180000
20;225000;9000;4500000;180000
21;225000;9000;4500000;180000
22;225000;9000;4500000;180000
23;225000;9000;4500000;180000
24;225000;9000;4500000;180000
25;225000;9000;4500000;180000
26;225000;9000;4500000;180000
27;225000;9000;4500000;180000
28;225000;9000;4500000;180000
29;225000;9000;4500000;180000
30;225000;9000;4500000;180000
31;225000;9000;4500000;180000
32;225000;9000;4500000;180000
33;225000;9000;4500000;180000
34;225000;9000;4500000;180000
35;225000;9000;4500000;180000
36;225000;9000;4500000;180000
37;225000;9000;4500000;180000
38;225000;9000;4500000;180000
39;225000;9000;4500000;180000
40;225000;9000;4500000;180000
41;225000;9000;4500000;180000
42;225000;9000;4500000;180000
43;225000;9000;4500000;180000
44;225000;9000;4500000;180000
45;225000;9000;4500000;180000
46;225000;9000;4500000;180000
47;225000;9000;4500000;180000
48;225000;9000;4500000;180000
49;225000;9000;4500000;180000
50;225000;9000;4500000;180000
THREADS; MESSAGES; WORK-UNITS
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;8950;179886
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000
1;9000;180000


THREADS; MESSAGES; WORK-UNITS
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000
2;9000;180000


THREADS; MESSAGES; WORK-UNITS
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000
3;9000;180000


THREADS; MESSAGES; WORK-UNITS
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000
4;9000;180000


THREADS; MESSAGES; WORK-UNITS
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000
5;9000;180000


THREADS; MESSAGES; WORK-UNITS
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000
6;9000;180000


THREADS; MESSAGES; WORK-UNITS
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000
7;9000;180000


THREADS; MESSAGES; WORK-UNITS
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000
8;9000;180000


THREADS; MESSAGES; WORK-UNITS
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000
9;9000;180000


THREADS; MESSAGES; WORK-UNITS
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000
10;9000;180000


THREADS; MESSAGES; WORK-UNITS
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000
11;9000;180000


THREADS; MESSAGES; WORK-UNITS
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000
12;9000;180000


THREADS; MESSAGES; WORK-UNITS
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000
13;9000;180000


THREADS; MESSAGES; WORK-UNITS
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000
14;9000;180000


THREADS; MESSAGES; WORK-UNITS
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000
15;9000;180000


THREADS; MESSAGES; WORK-UNITS
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000
16;9000;180000


THREADS; MESSAGES; WORK-UNITS
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000
17;9000;180000


THREADS; MESSAGES; WORK-UNITS
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000
18;9000;180000


THREADS; MESSAGES; WORK-UNITS
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000
19;9000;180000


THREADS; MESSAGES; WORK-UNITS
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000
20;9000;180000


THREADS; MESSAGES; WORK-UNITS
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000
21;9000;180000


THREADS; MESSAGES; WORK-UNITS
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000
22;9000;180000


THREADS; MESSAGES; WORK-UNITS
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000
23;9000;180000


THREADS; MESSAGES; WORK-UNITS
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000
24;9000;180000


THREADS; MESSAGES; WORK-UNITS
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000
25;9000;180000


THREADS; MESSAGES; WORK-UNITS
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000
26;9000;180000


THREADS; MESSAGES; WORK-UNITS
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000
27;9000;180000


THREADS; MESSAGES; WORK-UNITS
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000
28;9000;180000


THREADS; MESSAGES; WORK-UNITS
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000
29;9000;180000


THREADS; MESSAGES; WORK-UNITS
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000
30;9000;180000


THREADS; MESSAGES; WORK-UNITS
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000
31;9000;180000


THREADS; MESSAGES; WORK-UNITS
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000
32;9000;180000


THREADS; MESSAGES; WORK-UNITS
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000
33;9000;180000


THREADS; MESSAGES; WORK-UNITS
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000
34;9000;180000


THREADS; MESSAGES; WORK-UNITS
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000
35;9000;180000


THREADS; MESSAGES; WORK-UNITS
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000
36;9000;180000


THREADS; MESSAGES; WORK-UNITS
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000
37;9000;180000


THREADS; MESSAGES; WORK-UNITS
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000
38;9000;180000


THREADS; MESSAGES; WORK-UNITS
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000
39;9000;180000


THREADS; MESSAGES; WORK-UNITS
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000
40;9000;180000


THREADS; MESSAGES; WORK-UNITS
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
41;9000;180000
