THREADS; TOTAL MESSAGES; AVERAGE MESSAGES; TOTAL WORK-UNITS; AVERAGE WORK-UNITS 
1;33216;1328;4668768;186750
2;206052;8242;9144403;365776
3;1149453;45978;24510227;980409
4;1328138;53125;26809400;1072376
5;1327991;53119;26811885;1072475
6;1330600;53224;26887114;1075484
7;1343368;53734;26975524;1079020
8;1337316;53492;26964333;1078573
9;1344864;53794;26991060;1079642
10;1347699;53907;26992689;1079707
11;1349379;53975;26999146;1079965
12;1348381;53935;26997891;1079915
13;1349132;53965;26994198;1079767
14;1349470;53978;26999358;1079974
15;1349189;53967;26998865;1079954
16;1349188;53967;26998328;1079933
17;1349164;53966;26997862;1079914
18;1346652;53866;26990010;1079600
19;1349170;53966;26998801;1079952
20;1348946;53957;26998302;1079932
21;1348862;53954;26997942;1079917
22;1348452;53938;26996265;1079850
23;1349152;53966;26998018;1079920
24;1348518;53940;26996611;1079864
25;1347352;53894;26987735;1079509
26;1347427;53897;26989274;1079570
27;1348509;53940;26993092;1079723
28;1347617;53904;26990657;1079626
29;1347839;53913;26996317;1079852
30;1346739;53869;26988252;1079530
31;1349134;53965;26994061;1079762
32;1349018;53960;26998128;1079925
33;1348543;53941;26996344;1079853
34;1349999;53999;27000000;1080000
35;1347396;53895;26995435;1079817
36;1349995;53999;27000000;1080000
37;1349209;53968;26998509;1079940
38;1348308;53932;26993224;1079728
39;1347427;53897;26982798;1079311
40;1347775;53911;26993264;1079730
41;1348812;53952;26998255;1079930
42;1348236;53929;26987490;1079499
43;1349272;53970;26998715;1079948
44;1348324;53932;26992279;1079691
45;1346824;53872;26988559;1079542
46;1346852;53874;26993050;1079722
47;1347605;53904;26995809;1079832
48;1348348;53933;26995362;1079814
49;1348261;53930;26989648;1079585
50;1345710;53828;26982612;1079304
THREADS; MESSAGES; WORK-UNITS
1;1125;185204
1;1475;182103
1;982;192227
1;1547;178232
1;1479;189860
1;1080;188925
1;1432;189110
1;1162;189141
1;1523;182203
1;1428;183047
1;858;193287
1;1554;190130
1;1487;185144
1;959;183610
1;1427;182286
1;1093;193915
1;1460;180493
1;1523;193704
1;1619;184135
1;1140;190015
1;1389;181583
1;1493;181086
1;1173;191677
1;1473;191813
1;1335;185838


THREADS; MESSAGES; WORK-UNITS
2;7656;362842
2;8190;372702
2;9849;373518
2;7954;365501
2;8715;366448
2;8019;358228
2;8655;382918
2;8219;363135
2;7669;362698
2;9032;381357
2;8189;356248
2;8415;367736
2;8983;389214
2;7667;357977
2;8009;358837
2;7878;352311
2;9085;363587
2;8846;384113
2;8574;366627
2;7798;357556
2;8116;361443
2;7547;351637
2;7946;359103
2;7857;366242
2;7184;362425


THREADS; MESSAGES; WORK-UNITS
3;50400;1042318
3;36550;827669
3;46724;999022
3;50400;1039482
3;50398;1039609
3;48593;1018198
3;36231;825112
3;47524;1012286
3;46795;1004240
3;46635;997693
3;24711;648609
3;48600;1020092
3;50400;1041362
3;50400;1042232
3;48576;1023024
3;46800;1004408
3;49914;1034934
3;50400;1042863
3;46746;1001803
3;38373;855484
3;46699;995030
3;50663;1045944
3;48550;1024753
3;47601;1013781
3;40770;910279


THREADS; MESSAGES; WORK-UNITS
4;53114;1070482
4;53123;1072775
4;53166;1077305
4;53114;1070868
4;53107;1072233
4;53116;1070156
4;53124;1072785
4;53119;1071822
4;53116;1072008
4;53215;1078330
4;53116;1072277
4;53115;1072565
4;53097;1068317
4;53120;1071702
4;53113;1071098
4;53123;1073202
4;53123;1071636
4;53114;1072013
4;53118;1071045
4;53122;1071958
4;53184;1078649
4;53118;1071152
4;53117;1071461
4;53122;1071361
4;53122;1072200


