THREADS; TOTAL MESSAGES; AVERAGE MESSAGES; TOTAL WORK-UNITS; AVERAGE WORK-UNITS 
1;150000;6000;3000000;120000
2;150000;6000;3000000;120000
3;150000;6000;3000000;120000
4;150000;6000;3000000;120000
5;150000;6000;3000000;120000
6;150000;6000;3000000;120000
7;150000;6000;3000000;120000
8;150000;6000;3000000;120000
9;150000;6000;3000000;120000
10;150000;6000;3000000;120000
11;150000;6000;3000000;120000
12;150000;6000;3000000;120000
13;150000;6000;3000000;120000
14;150000;6000;3000000;120000
15;150000;6000;3000000;120000
16;150000;6000;3000000;120000
17;150000;6000;3000000;120000
18;150000;6000;3000000;120000
19;150000;6000;3000000;120000
20;150000;6000;3000000;120000
21;150000;6000;3000000;120000
22;150000;6000;3000000;120000
23;150000;6000;3000000;120000
24;150000;6000;3000000;120000
25;150000;6000;3000000;120000
26;150000;6000;3000000;120000
27;150000;6000;3000000;120000
28;150000;6000;3000000;120000
29;150000;6000;3000000;120000
30;150000;6000;3000000;120000
31;150000;6000;3000000;120000
32;150000;6000;3000000;120000
33;150000;6000;3000000;120000
34;150000;6000;3000000;120000
35;150000;6000;3000000;120000
36;150000;6000;3000000;120000
37;150000;6000;3000000;120000
38;150000;6000;3000000;120000
39;150000;6000;3000000;120000
40;150000;6000;3000000;120000
41;150000;6000;3000000;120000
42;150000;6000;3000000;120000
43;150000;6000;3000000;120000
44;150000;6000;3000000;120000
45;150000;6000;3000000;120000
46;150000;6000;3000000;120000
47;150000;6000;3000000;120000
48;150000;6000;3000000;120000
49;150000;6000;3000000;120000
50;150000;6000;3000000;120000
THREADS; MESSAGES; WORK-UNITS
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000
1;6000;120000


THREADS; MESSAGES; WORK-UNITS
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000
2;6000;120000


THREADS; MESSAGES; WORK-UNITS
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000
3;6000;120000


THREADS; MESSAGES; WORK-UNITS
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000
4;6000;120000


THREADS; MESSAGES; WORK-UNITS
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000
5;6000;120000


THREADS; MESSAGES; WORK-UNITS
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000
6;6000;120000


THREADS; MESSAGES; WORK-UNITS
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000
7;6000;120000


THREADS; MESSAGES; WORK-UNITS
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000
8;6000;120000


THREADS; MESSAGES; WORK-UNITS
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000
9;6000;120000


THREADS; MESSAGES; WORK-UNITS
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000
10;6000;120000


THREADS; MESSAGES; WORK-UNITS
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000
11;6000;120000


THREADS; MESSAGES; WORK-UNITS
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000
12;6000;120000


THREADS; MESSAGES; WORK-UNITS
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000
13;6000;120000


THREADS; MESSAGES; WORK-UNITS
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000
14;6000;120000


THREADS; MESSAGES; WORK-UNITS
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000
15;6000;120000


THREADS; MESSAGES; WORK-UNITS
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000
16;6000;120000


THREADS; MESSAGES; WORK-UNITS
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000
17;6000;120000


THREADS; MESSAGES; WORK-UNITS
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
18;6000;120000
