THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;696144993;5824114;1386376419
2;366171602;3453654;461480682
3;264138421;2796724;355997753
4;208895254;2668154;284881614
5;171140258;2493146;245360424
6;140108340;2386359;217549009
7;119369072;2384015;204029283
8;105638131;2368563;184726027
9;93718054;2365876;169609827
10;87887098;2353779;171138331
11;83558003;2383959;169165178
12;82381917;2452979;168161554
13;80264726;2518518;164683145
14;79584250;2659432;166326661
15;78907005;2723927;170454892
16;79011672;2859072;173354711
17;79292397;2965430;174382492
18;78804323;2984655;168231708
19;78120533;3177540;171146450
20;78373442;3185013;175031030
21;77696447;3320502;169461836
22;77780087;3334096;163437992
23;77221371;3419448;167952167
24;76731684;3520444;161555208
25;77199831;3551993;167557938
26;77232980;3746009;163190623
27;77400530;3749529;167885675
28;77539644;3790548;166548673
29;77574078;3897084;165140248
30;78021905;4049352;168129251
31;78304992;4484989;165686390
32;77947816;4352407;167147031
33;78034442;4920608;166365250
34;78086146;4782077;168820350
35;78405464;4772232;164061544
36;78596118;4861514;166094470
37;78637155;5230963;162351064
38;78840039;4948989;166064541
39;79205230;4924282;172431887
40;78567743;4703326;166268958
41;75459275;4948025;164405386
42;76181955;5476299;156465900
43;76688433;4464168;156879368
44;77692547;5269225;164303114
45;77731068;5075983;161753108
46;78227566;5275578;157365846
47;78730687;5160820;159952893
48;78425838;5426010;159445334
49;78946586;4804278;160393882
50;78838971;5642379;155267689
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;690798988;5794033;1877602670
1;2;704199167;5810375;1830684207
1;3;729046507;5868274;1866348168
1;4;671298833;5729429;939181935
1;5;680419527;5891531;948295244
1;6;731485055;5779226;2486569522
1;7;674681646;5785023;795346336
1;8;671762633;5851652;783264913
1;9;710567114;5804579;2150570184
1;10;681727642;5780135;931851954
1;11;687418242;5874280;1151621504
1;12;797450151;5766934;3812046014
1;13;676238670;5825321;777338460
1;14;681134202;5879658;880740709
1;15;683511930;5828464;990046920
1;16;683329698;5867296;943305434
1;17;744873547;5845087;2514389050
1;18;674519839;5772102;821952301
1;19;709140864;5866737;1872410390
1;20;687285082;5871836;927376524
1;21;684311590;5836286;912110687
1;22;683723797;5803811;872465146
1;23;681117195;5814287;968140783
1;24;673365636;5796756;843646050
1;25;710217276;5859754;1762105379


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;366330976;3195657;492246640
2;2;370586779;3437029;474084137
2;3;372369537;3614216;494701002
2;4;362801612;3691600;431812423
2;5;366671250;3587257;473919870
2;6;362978484;3171982;460722173
2;7;364526688;3590331;440737580
2;8;363551307;3482007;459302649
2;9;365354278;3058419;492122253
2;10;368810981;3702426;452836603
2;11;365129331;3764026;479107330
2;12;366770629;3725613;443450494
2;13;369105292;3652978;454054775
2;14;365179705;3567143;498412088
2;15;363331973;3469925;435871109
2;16;365457018;3060096;492285053
2;17;368930098;3442407;445342913
2;18;364314812;3647810;432685230
2;19;367765623;3187067;478119775
2;20;367025743;3679797;457421963
2;21;365544863;3608071;447672959
2;22;365479047;3145722;449081028
2;23;361309342;3199848;433494620
2;24;365047640;3611283;450400120
2;25;369917042;3048642;467132275


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;266304164;2846940;384854429
3;2;264274565;3022801;357387741
3;3;264040505;2838628;328609991
3;4;258814245;2796585;344228596
3;5;265035822;2635810;378734029
3;6;263862912;2763689;375713743
3;7;260895927;2815092;369765501
3;8;265908915;2805594;375139717
3;9;265700082;2893036;343775326
3;10;265741494;2781149;332777979
3;11;264865109;2716057;341394716
3;12;265415064;2769207;369035031
3;13;257325854;2801613;313907913
3;14;261736843;2729956;354020693
3;15;268682586;2708096;369310834
3;16;265610895;2906794;331176100
3;17;266840361;2895131;347222203
3;18;268704587;2790997;337810881
3;19;263324410;2825988;335159007
3;20;261646985;2696502;342902938
3;21;260726033;2822984;395573948
3;22;262091125;2744902;371152130
3;23;263558369;2629105;396546698
3;24;268106557;2829130;382827846
3;25;264247134;2852318;320915857


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;208511461;2686026;296235136
4;2;210073924;2576584;276611273
4;3;208403363;2555562;263317335
4;4;208058043;2646565;289993561
4;5;209280375;2490819;330133508
4;6;209553715;2712286;272826086
4;7;210264937;2723320;283254925
4;8;207562487;2859441;265186218
4;9;209132135;2694965;270433673
4;10;206911722;2489632;262344097
