THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;10259220836;1035488158;31030528692
2;703736058;3634755;862209741
3;539565568;2859134;673960450
4;436643130;2694719;578481376
5;379858104;2556545;511749632
6;326525009;2448931;451398633
7;270634152;2398249;440033451
8;265393215;2389625;404848881
9;260305421;2334950;404333813
10;253117844;2383126;389083847
11;244252187;2417192;383568062
12;241750722;2434873;372878203
13;230785406;2564035;375843533
14;227263982;2648811;377070923
15;232112058;2811402;377059254
16;232920681;2833918;388195150
17;231050731;2962351;378993237
18;230231502;3040283;382211060
19;222484774;3030991;352502399
20;220961773;3339935;350346488
21;217179978;3311577;353840482
22;216787466;3295438;343900470
23;220092750;3438140;356677309
24;221086282;3335560;355030820
25;220193845;3553515;355072569
26;221744436;3808729;366687690
27;218327422;3592959;360477627
28;218526040;3668041;360764432
29;221566541;3877110;365147078
30;215365206;3933541;350513026
31;219677905;4090665;359932332
32;220003666;4401579;361768736
33;220157065;4053517;356043860
34;222257186;4379226;367992219
35;222804531;3585687;365344352
36;222282004;4667484;356021421
37;220824178;4167705;363635570
38;222936883;4956682;364078068
39;222009257;4852706;359457076
40;224129050;4433798;363273351
41;223554697;4495345;367645910
42;224909090;4603956;362200391
43;221387007;5535756;359183063
44;219935847;4841073;352759353
45;221077104;3961143;369631397
46;226312224;4506463;368899860
47;224725005;4961912;359714008
48;223193782;4658706;370563009
49;222348027;4369507;357277268
50;223396341;4439882;363153012
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;10847729222;241324526;32375349101
1;2;11689884166;1966349145;26883811979
1;3;10060373497;226547019;30598492546
1;4;10615307625;236043618;33147406165
1;5;9128571000;237273522;27990970710
1;6;10607584988;1748012038;26420996174
1;7;9794133994;226590670;35666751780
1;8;11118595768;1502707536;27357464566
1;9;10110009746;1459200471;28896249314
1;10;10659436423;2254295239;28891898901
1;11;11830438115;236401554;31337435694
1;12;9990875781;225351616;29147890514
1;13;9201065116;1458645791;27729757483
1;14;8739969660;2238007973;28909134820
1;15;9699234580;1541826195;37206989296
1;16;10046627723;1517027583;26414682383
1;17;8441692114;239867567;26666882593
1;18;11153150096;692435072;33584491953
1;19;10102257059;2382201649;38139201282
1;20;10328656210;2537934989;28149930857
1;21;10795159828;236621065;35811774750
1;22;11981261003;1503993315;31399257377
1;23;9244368875;236185255;41790908133
1;24;10123495419;502971048;31424523089
1;25;10170642899;239389504;29820965863


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;711353811;3780368;898851949
2;2;711587647;3748940;880416017
2;3;705487925;3592775;909645080
2;4;712237124;3384369;865903418
2;5;697881360;3520628;863062554
2;6;694998351;3766121;863958408
2;7;707906308;3601715;921100726
2;8;714307305;3744679;935111725
2;9;704914593;3663595;850562572
2;10;708890626;3600946;921231399
2;11;696035430;3652350;864262636
2;12;693710314;3580693;892522792
2;13;700107732;3738325;803171702
