THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;0;0;0
2;15247847484;15002197315;15493497654
3;22283063839;18000108787;27562265232
4;14523202129;10977738475;18242170359
5;14951041438;7942496593;19042092036
6;30935915987;7756286999;48828620964
7;25872154269;9282339085;49038018410
8;24875780757;9929612316;56096746184
9;24365914164;8999967277;56646797268
10;24302441706;9416294573;54121177322
11;22823370599;8752934819;49691787302
12;23067451028;10189914578;48336995668
13;22559450184;10204898189;49236083063
14;22945857116;10795203435;47973024596
15;21233864714;10134030825;45584342149
16;20664325349;9647834381;42281040006
17;20044508673;10105569082;40345832383
18;20099640169;9661884736;40277429902
19;19950831103;9858340208;40926434404
20;19652575287;9389981226;36284373407
21;20454966256;10134560048;33403293418
22;20310339070;9877982581;32079646843
23;20280571946;9975005284;29397866882
24;22656482459;9565132305;34083018861
25;22582781165;9331953114;32359568464
26;24243363136;9474360235;31494435147
27;23051367201;8604221941;34181370654
28;23587088813;8873536569;33863163223
29;23128063778;8919516547;32579790414
30;31557844098;8805287468;41936959652
31;28960304013;8546972115;37159027440
32;26726821126;8765235304;35399694544
33;28228354645;8576937004;35620430540
34;23626175151;8737803061;29877594317
35;26317176673;8741351272;35931806358
36;24845515616;7979893307;36987114362
37;26844563357;7829323542;36870136972
38;29480946381;7996096556;43214237594
39;28145540603;7983915151;36578500398
40;26251210985;8215195814;35348639187
41;27117180144;7042432186;38431638166
42;28617645524;6508500717;39493414291
43;25208890059;6394105544;39826833779
44;23728015964;6564580517;36226617600
45;29971296928;5964719898;43340019404
46;25819423297;6317965341;37487653897
47;29052426697;6683288440;43328220008
48;27684425300;6751936762;40058097017
49;22624251584;6509259394;37530307815
50;24319568027;7347143159;36632035677
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;0;0;0
1;2;0;0;0
1;3;0;0;0
1;4;0;0;0
1;5;0;0;0
1;6;0;0;0
1;7;0;0;0
1;8;0;0;0
1;9;0;0;0
1;10;0;0;0
1;11;0;0;0
1;12;0;0;0
1;13;0;0;0
1;14;0;0;0
1;15;0;0;0
1;16;0;0;0
1;17;0;0;0
1;18;0;0;0
1;19;0;0;0
1;20;0;0;0
1;21;0;0;0
1;22;0;0;0
1;23;0;0;0
1;24;0;0;0
1;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;34108521195;34108521195;34108521195
2;2;0;0;0
2;3;40656207772;40656207772;40656207772
2;4;0;0;0
2;5;0;0;0
2;6;0;0;0
2;7;0;0;0
2;8;0;0;0
2;9;0;0;0
2;10;0;0;0
2;11;34120753266;34120753266;34120753266
2;12;34843803892;34843803892;34843803892
2;13;0;0;0
2;14;0;0;0
2;15;0;0;0
2;16;54773548035;54773548035;54773548035
2;17;0;0;0
2;18;45238825954;45238825954;45238825954
2;19;0;0;0
2;20;53264439719;47123185489;59405693950
2;21;0;0;0
2;22;38419745247;38419745247;38419745247
2;23;45770342041;45770342041;45770342041
2;24;0;0;0
2;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;21892358340;17625576994;24026291540
3;2;24590339741;14711674180;34783948728
3;3;27715461008;18903428369;36527493648
3;4;24539561732;17476393438;44363477761
3;5;24268856866;24268856866;24268856866
3;6;18948959364;13919958542;24376160168
3;7;19824972936;19824972936;19824972936
3;8;18704548809;13817764269;24485925097
3;9;18476957547;18476957547;18476957547
3;10;18664169259;18663558217;18664780301
3;11;29118658702;18503303422;44357976922
3;12;26814108194;17759215138;44273966943
3;13;18052513884;13573920428;22964219056
3;14;21293401430;18361101061;24225701800
3;15;18351482661;18351482661;18351482661
3;16;24762006135;17478983083;32045029187
3;17;26304730140;16209207176;36400253105
3;18;21975910043;18025106682;23952781569
3;19;31321564892;31321564892;31321564892
3;20;26193487370;18627825394;33759149347
3;21;16802053845;13773764054;18318004872
3;22;20116460798;17639976729;24388354246
3;23;24064798249;24064798249;24064798249
3;24;13628232290;13628232290;13628232290
3;25;20651001757;14995097073;27206251074


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;17682114509;11057207480;30924596212
4;2;7650345958;6943455243;8357236674
4;3;9548180460;8451884038;11028613902
4;4;0;0;0
4;5;31503074064;31503074064;31503074064
4;6;22687595036;10836797973;31026333515
4;7;10858393455;10858393455;10858393455
4;8;16581879214;9768113824;26173191356
4;9;11318342380;11317598536;11319086225
4;10;26318365445;10851885365;31651972178
4;11;10740041960;10740041960;10740041960
4;12;13931892530;11215718129;19363083995
4;13;11338041252;10644132914;12031949591
4;14;10371211809;9903093341;10839330278
4;15;11299121746;11299121746;11299121746
4;16;22980877527;10727693394;31557820966
4;17;24714868615;17999960889;31429776341
4;18;12088452862;12088452862;12088452862
4;19;13798364369;10671776720;16246139873
4;20;20126329463;13748746978;32405474369
4;21;15993300719;12625084473;19361516966
4;22;10702117028;10698039136;10706194921
4;23;15621670509;10693349434;19047701035
4;24;15225472329;9799839924;26095156508
4;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
5;1;11028996073;5418546351;20391521199
5;2;14250877020;10182979610;20952416299
5;3;12272462655;7721498613;21368691901
5;4;9339917224;7149991829;11529842619
5;5;14048142082;12082051071;16014233094
5;6;9704157581;7717292002;11691023161
5;7;8151158550;7019818580;9952059968
5;8;10259590115;10258061290;10261118941
5;9;5416524028;5416524028;5416524028
5;10;19350197873;10208776883;29723431399
5;11;57469894445;7205018864;59967904650
5;12;15016925000;7122358149;17024012899
5;13;13522015321;7795372317;21077983096
5;14;0;0;0
5;15;12997096162;7545730114;19970969285
5;16;9820984336;7866078161;11775890511
5;17;9332977794;7858586846;10807368743
5;18;58883764838;9582629287;59646373701
5;19;8376941482;7243021180;10641729256
5;20;13577025711;10227393425;22184769642
5;21;10830372994;10826561895;10833099109
5;22;12311390246;7646359733;21144121809
5;23;12805222172;6412606351;21567566827
5;24;15929709764;10164179456;21157411766
5;25;9079692484;7890978811;10952237016


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
6;1;37105875611;14674693710;55049230070
6;2;29237465299;7155499582;50905433791
6;3;38134617543;14132112601;48848866685
6;4;25022644913;6006875943;34112227113
6;5;30853015360;14488762608;59963146015
6;6;26229862640;6488181459;56221078587
6;7;42043017149;6699036609;53061738643
6;8;29423519074;6580968321;40352870407
6;9;27653072790;4507366648;59831160385
6;10;24473879752;6094667199;49280008772
6;11;30879283764;6535487122;58709925214
6;12;36183667408;6686006322;46616583183
6;13;30835937728;6584269998;43619118212
6;14;25233626533;6510625093;47349048552
6;15;39725727908;6685898906;51486481801
6;16;29397630579;4542375148;49205005804
6;17;28693279244;6372383920;41755013487
6;18;39845838805;6317485671;50535665427
6;19;27143994041;6186175477;35317773488
6;20;24737557177;6181026010;43070293081
6;21;37186196014;9035766278;47649902362
6;22;28167851853;8838834265;37248228895
6;23;31780113471;14210487786;41156256732
6;24;28755958860;6382092137;59500379937
6;25;24654266182;6010096186;59870087469


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
7;1;27924065844;6541627008;42090290386
7;2;28244930003;6192949732;57024091609
7;3;24653251414;6319116186;33768506892
7;4;27050158874;9126138448;48717152249
7;5;24402058480;5963991723;59843918571
7;6;26064739247;13025987451;46354515937
7;7;23052950211;12389895294;41071703946
7;8;29162746747;13440294647;59891274519
7;9;24909951310;8433939020;31113224307
7;10;23891543642;6323563959;48915113373
7;11;30352695914;6737435623;59675208861
7;12;25168754573;5995920432;52811138496
7;13;24133524415;5910949087;43607642941
7;14;28260902293;6542143554;59656776211
7;15;23519611233;13124466448;33801790870
7;16;24831503912;12525540257;47633778804
7;17;28251513549;13447404559;58247893727
7;18;21138384155;5501032603;56911519970
7;19;25234275915;6408282826;59910543728
7;20;28797186293;23873827889;50615164846
7;21;24300806675;12986629796;36685181636
7;22;27643713367;13002305740;41865597513
7;23;23713062913;5901817899;55803311035
7;24;24086305658;5829441871;43019754047
7;25;28015220096;6513775075;56915365780


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
8;1;23457054388;5775610308;59651721378
8;2;25223681254;6326970467;59902497455
8;3;26173954085;20485409948;45123030441
8;4;28067761665;11258184141;55423307921
8;5;27470929824;8950613905;59895358070
8;6;23021939908;12515086205;44521527317
8;7;24269685962;8145789409;57380797629
8;8;25409122197;5982101915;54810289297
