THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;24082721176;3380469816;49793545844
2;7855151117;572072419;33644309681
3;902781121;2916599;1659861080
4;735481942;2660838;926818464
5;681371516;2552888;839031318
6;523851179;2441790;765613520
7;573151185;2408236;748339216
8;467031265;2409015;724106195
9;509787513;2366001;690889183
10;507000837;2361023;696648968
11;420516086;2399799;674019184
12;407178304;2426520;670242868
13;450217680;2495789;673022808
14;453719762;2540183;695456327
15;441815939;2614080;675199104
16;453555050;2695677;692098286
17;465107815;2828683;679293753
18;465035458;2872731;674979202
19;474626039;3018174;700813167
20;464799213;3106336;697380175
21;450973793;3218305;676921544
22;442609527;3388372;669145902
23;432559861;3346981;652388135
24;429605196;3478254;682877111
25;429632309;3631620;678311698
26;431989381;3780357;674003383
27;437605540;3805503;687554217
28;438134232;4062535;667815577
29;424060705;4197349;663692480
30;427992056;4412505;628513176
31;427769886;4415351;640296931
32;430338678;4618307;644032923
33;434276648;4875421;661495765
34;441392390;5079114;655768772
35;438822173;5119290;653238534
36;436641536;5031552;647848452
37;439107355;5466197;655380817
38;435738089;5414839;654374293
39;432420770;5473299;670809510
40;433552786;5730122;661568716
41;430473704;5787676;648988430
42;432090107;5800332;647470765
43;426533520;5910689;662480820
44;431573883;5779463;674689048
45;432758397;6270858;668988575
46;430532013;6181794;685990783
47;429834460;6139475;694121034
48;428372236;6336973;678704461
49;430054300;6620808;670929911
50;429380738;6664048;658090556
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;23257391064;1906280616;42533421985
1;2;23883894268;5115150599;44033496855
1;3;25685332297;367360446;56763306301
1;4;24099409619;4579638962;55845825238
1;5;21612580525;380680017;39661828109
1;6;26681259901;379717115;52616699678
1;7;24219159071;4480486975;55464299163
1;8;23182628621;6309893227;56014573081
1;9;24037278595;381523211;43464115412
1;10;26104269423;4566513622;56968951291
1;11;23993953031;7669654942;55111675995
1;12;23568158296;379533991;44363789741
1;13;22404859846;5090393122;42014537602
1;14;26799112305;6079674721;50103961955
1;15;23882495251;6745149243;57306193315
1;16;24553632130;379997248;56892914113
1;17;24056076318;379777388;43641338215
1;18;24390151374;4565241462;56312888160
1;19;22657852272;4931751312;41478681159
1;20;23942686189;5892057999;55528750512
1;21;23550054431;4369503875;42189190875
1;22;23117711293;4366686549;42472345229
1;23;21787642229;362730319;40665001627
1;24;24534454809;4454426959;56597602768
1;25;26065986261;377921495;56793257733


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;8926802583;624015273;35595354438
2;2;10149322110;622272663;43742230018
2;3;7056901916;206787385;28369133158
2;4;6891423968;827743051;30355922331
2;5;7249172449;210473189;25638859687
2;6;7636403483;186079446;35760437639
2;7;7699163019;187257389;28671388333
2;8;7303027460;1411792630;24593655967
2;9;9170898161;838552526;38015642282
2;10;6342256857;184277680;28203400991
2;11;9754192207;188914932;36925431514
2;12;7553063841;1446179962;39848000723
2;13;9802651690;205304934;41162317418
2;14;9281377856;197902387;39601868533
2;15;6376747276;309229176;26482118188
2;16;6691427702;193438272;21680298404
2;17;8427643502;210061264;38598746348
2;18;6923718734;607444312;22946040838
2;19;7025630418;1366380713;38799109873
2;20;6849708497;979295344;37464441501
2;21;7043894154;206056356;34806003137
2;22;9133530398;1595938240;35484677522
2;23;7383401841;208756070;36492153752
2;24;8805104465;1079886550;40833996849
2;25;6901313346;207770750;31036512601


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;894285632;2827733;1690733878
3;2;901564043;2818864;1879054461
3;3;882055272;2863772;1440468272
3;4;895108208;2880185;1468863919
3;5;876658778;2929283;1154956007
3;6;925113198;2869010;2038589262
3;7;903749962;2853295;1834367427
3;8;938913441;3014280;1714269411
3;9;909488739;2752934;1592805999
3;10;923872080;2984806;1997097536
3;11;920592077;2845613;2255665385
3;12;895032610;2882349;1688245084
3;13;888269957;2951981;1632447769
3;14;872772083;2733379;1459800198
3;15;919700847;3373264;1918214955
3;16;909291856;3008274;2037307674
3;17;889566173;2621353;1565280644
3;18;893368873;2909867;1011045538
3;19;936913182;3059677;1561438605
3;20;901755607;2909239;1952751747
3;21;897587680;2843658;1304996096
3;22;894156432;3001708;1641767250
3;23;905153335;2990254;1623789127
3;24;886877617;3048642;1137562525
3;25;907680361;2941576;1895008235


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;728281276;2730166;910068598
4;2;744121127;2776051;909435906
4;3;728138404;2819213;883010271
4;4;763902877;2639092;943599256
4;5;735533411;2628966;918434815
4;6;735699727;2461765;905696673
4;7;749015521;2516521;878306112
4;8;727080301;2460927;884234868
4;9;735506075;2602915;1170933526
4;10;740003973;2780800;903017073
4;11;745380023;2768298;897474329
4;12;742269754;2794140;896467986
4;13;728759433;2498921;920915019
4;14;725020209;2626521;997814387
4;15;728304603;2474896;894917022
4;16;733058944;2733867;891125478
4;17;744703059;2461207;932383865
4;18;723925995;2797003;873167749
4;19;727673002;2354489;935346392
4;20;725071008;2817118;988956976
4;21;735219971;2772978;937727350
4;22;728766170;2808458;892367396
4;23;753184436;2536216;938696608
4;24;721843149;2839537;975573362
4;25;736586120;2820889;890790589


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
5;1;679786836;2604032;821741520
5;2;686960508;2597327;811435182
5;3;689557297;2492286;892890437
5;4;685405207;2396673;864304192
5;5;688806045;2604312;815567202
5;6;685707853;2722902;827848582
5;7;693438170;2668915;820863406
5;8;696144536;2677226;919398904
5;9;696237794;2631480;909327024
5;10;681573848;2419441;799546171
5;11;608749685;2566388;810325055
