THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;14556798552;983175378;39816803303
2;829906749;3271331;1069266962
3;633339586;2792701;757245021
4;495433268;2445581;648224461
5;425962465;2360232;570449847
6;393909024;2302630;515342218
7;335415505;2259776;499331188
8;302488601;2227065;464407258
9;278482589;2233554;426244410
10;264696244;2227252;417682283
11;251371005;2282706;418394150
12;262024877;2336917;450444710
13;265773939;2391002;445759500
14;262531250;2483206;437368657
15;265869143;2562767;457713321
16;265694352;2643020;442959068
17;267574049;2736250;437747931
18;270940926;2840120;438352659
19;272453966;2931283;450706656
20;270854926;2890059;450442380
21;269023911;2934230;443651721
22;265932230;3035620;420747352
23;263650693;3171165;433036005
24;264035492;3248289;439704903
25;263262274;3363846;425135962
26;264389400;3574264;420586839
27;265874543;3575401;429843245
28;265462500;3913089;418504851
29;267064978;4007553;438020971
30;269268976;4243910;446329913
31;271797460;4506949;440704231
32;269543638;4758901;435587886
33;268579064;4931339;425103564
34;270872622;4562320;427020160
35;271433227;4391270;435864678
36;271798839;5028921;422642799
37;270161918;4986848;415681537
38;272030255;5037062;430458865
39;272348657;5101958;437357217
40;272235785;5734038;422945896
41;264012143;5280978;414136383
42;265157150;4842112;418901022
43;266707071;4921617;430817366
44;266734291;5472759;421080514
45;268516873;5897308;423983221
46;270892407;5420135;428915222
47;272062276;5356155;449350406
48;272084933;5728356;435615325
49;272670822;6214454;436080247
50;273277010;6431856;431560698
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;15127233647;3009968236;39617261900
1;2;14451099652;265796491;48500089816
1;3;14906015482;267241158;48009054224
1;4;15230513411;270622034;46958694611
1;5;16156450184;266334688;44373366727
1;6;13928064704;266000498;36250377353
1;7;15198707167;267121869;44078931051
1;8;14012889709;872864987;37579435305
1;9;14865245868;283773286;43192238819
1;10;14625432092;280716614;36376128251
1;11;12975260659;284510392;39820375984
1;12;14690615345;281582506;38436579300
1;13;14982258776;1768891578;40782455801
1;14;14776098282;265980523;44858482643
1;15;14396083278;281071058;32867122428
1;16;15133688622;1822194161;38670930314
1;17;13505874461;280438575;32833978760
1;18;14349542319;268967145;34024950937
1;19;14674079068;1767603634;33275795387
1;20;14435764589;1710629005;33193946298
1;21;14291532221;285163966;38448112260
1;22;14433312777;3089589668;42332629705
1;23;13502044164;2947865580;33076814651
1;24;14465629125;1748136775;48710091645
1;25;14806528214;1726320035;39152238412


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;828323209;3237632;952496407
2;2;828593519;3226807;997716958
2;3;821738109;3196216;936120373
2;4;826504111;3479073;1555206249
2;5;838471640;3201175;1500095823
2;6;838658072;3454070;1470796358
2;7;834501559;3249155;980750905
2;8;834824328;3291271;962982586
2;9;818009973;3230788;990703287
2;10;838347133;3094248;1604657296
2;11;822326320;3292946;980449261
2;12;828424420;3249645;1148521880
2;13;835525315;3278768;973906530
2;14;820711687;3205366;972631717
2;15;820741345;3226388;955583461
2;16;839161553;3257606;985707891
2;17;829582279;3224921;968562345
2;18;828075032;3277512;930305528
2;19;837384319;3283798;942760811
2;20;823801900;3258864;961178795
2;21;817790992;3255232;933886360
2;22;845941776;3271086;1154022020
2;23;824762278;3256349;970165342
2;24;827534355;3456375;969218295
2;25;837933509;3328007;933247592


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;627918876;2741759;737809973
3;2;626470821;2753143;761956128
3;3;639529497;2871245;746211111
3;4;629714541;2687911;741941084
3;5;635321664;2814534;723390892
3;6;629621573;2794699;806144985
3;7;640194803;2812090;813755170
3;8;635759667;2705302;724063533
3;9;629897978;2824870;728853528
3;10;626950238;2851968;727254441
3;11;634508886;2869080;762739119
3;12;638146582;2807619;765975215
3;13;641943427;2798680;800841238
3;14;635244121;2834857;739645331
3;15;629228675;2586711;726274639
3;16;641290493;2807340;741848614
3;17;639606230;2784362;806495518
3;18;640548930;2684350;736288620
3;19;625983614;2888147;782882950
3;20;628672239;2809924;711630808
3;21;627837069;2797212;844001612
3;22;631156600;2796655;780040760
3;23;633382649;2837721;761368065
3;24;632344990;2837652;743310253
3;25;632215496;2819702;716401945


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;488231625;2223816;621990994
4;2;492972005;2326972;624745813
4;3;502582165;2597257;644088984
4;4;502087562;2729397;625063311
4;5;494062124;2633086;617228098
4;6;487063474;2290654;574153838
4;7;493376115;2157747;705937696
4;8;491626384;2310978;666132707
4;9;505585703;2648590;667752466
4;10;494465121;2784083;600428756
4;11;494706574;2308394;622130537
4;12;490254963;2382216;692842317
4;13;496144722;2316845;623909604
4;14;499762140;2641747;680065344
4;15;493156427;2682394;598902654
4;16;488930844;2489702;623940752
4;17;491123583;2341499;635862239
4;18;489504392;2319149;640486780
4;19;501897249;2467981;744899212
4;20;497823213;2690077;643295447
4;21;495244953;2349601;636206627
4;22;484094332;2324527;575230441
4;23;504640885;2331092;777090804
4;24;503266095;2429429;653581042
4;25;503229066;2362311;709645080


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
5;1;420956371;2550953;543814298
5;2;421023536;2441791;554324921
5;3;413995121;2305251;515110231
5;4;426413727;2287930;645414362
5;5;426798508;2316635;582337490
5;6;438559561;2421187;583382804
5;7;427833956;2373696;543265624
5;8;418485061;2271728;566097856
5;9;428665553;2276198;604864166
5;10;442123879;2641257;657336547
5;11;431935200;2332349;548121689
5;12;418139051;2266350;506736052
5;13;419226047;2377747;530078893
5;14;421898986;2379842;582002671
5;15;418146403;2236387;607182756
5;16;428487747;2455619;542502818
5;17;422634702;2459181;571073628
5;18;422838275;2442210;552571765
5;19;424293146;2311537;617735075
5;20;429266179;2495289;542873396
5;21;422888484;2195251;525344143
5;22;427890088;2315238;543944831
5;23;433730980;2310629;560640877
5;24;424278916;2248260;617952072
5;25;438552170;2293308;616537228


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
6;1;387232357;2283880;510631170
6;2;381191689;2335632;493218132
6;3;383155098;2362521;531281001
6;4;407382745;2275080;493902438
6;5;389264550;2355816;539162868
6;6;391151779;2218439;511224960
6;7;366087899;2377397;488407186
6;8;391120031;2333676;511218256
6;9;383333660;2290235;497138812
6;10;418664586;2185543;501090082
6;11;407054652;2313144;560918845
6;12;384542897;2269073;505667689
6;13;394058391;2212851;501298140
6;14;387798983;2313563;516761837
6;15;412858033;2258108;514162066
