THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;26448398421;26448398421;26448398421
2;26494237995;4397567967;45220881567
3;17627646786;2154469542;49589119027
4;13351646897;1524833189;48193572171
5;11049780535;1282954543;46461084637
6;7315308628;917216573;39556878388
7;2802294783;772249626;3498973319
8;1592512220;552314671;2319409341
9;1445839655;207958086;2099770772
10;1363348503;16109354;2047282277
11;1388693025;21019484;2056636829
12;1402273914;170620324;2048438268
13;1417120994;169062752;2069548934
14;1403355536;80039368;2099959824
15;1422000410;154331450;2103865326
16;1408075203;3580681;2122647679
17;1411487033;56331966;2114754216
18;1426356183;36300443;2122745703
19;1402865735;13813777;2143249049
20;1409451255;4352930;2202984963
21;1409180740;21244124;2210249456
22;1421620643;36120568;2244612968
23;1421057597;4896211;2193481389
24;1415761322;5069591;2207419320
25;1415213814;5594987;2239250069
26;1418933808;5833551;2329281377
27;1434230775;11708166;2337981240
28;1430614561;19015821;2359231455
29;1414641968;6275465;2320779238
30;1432895810;40150661;2356400215
31;1414941640;6822372;2331656808
32;1423252478;7201909;2397309462
33;1423222905;40432462;2386954967
34;1420120551;7500813;2325023800
35;1415245072;7578155;2333450759
36;1427310275;44850566;2380256099
37;1399900901;39242764;2302480661
38;1399252882;8249299;2367841138
39;1411263456;39375635;2361548384
40;1399887916;8084055;2344464863
41;1399384294;8081840;2342752115
42;1406308821;41606944;2324221139
43;1401625438;8740334;2313641652
44;1411487429;84604719;2359709952
45;1403965513;79186011;2361962763
46;1399360347;36747553;2346355939
47;1412715396;43200471;2374151985
48;1416453186;141781067;2383675291
49;1404690412;239230522;2379256707
50;1409667897;175943626;2373176995
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;28988227065;28988227065;28988227065
1;2;29117440764;29117440764;29117440764
1;3;29312782700;29312782700;29312782700
1;4;30776986391;30776986391;30776986391
1;5;32024851063;32024851063;32024851063
1;6;28205574591;28205574591;28205574591
1;7;28318527774;28318527774;28318527774
1;8;31207734991;31207734991;31207734991
1;9;27943795161;27943795161;27943795161
1;10;29376658067;29376658067;29376658067
1;11;0;0;0
1;12;33295755256;33295755256;33295755256
1;13;28121441691;28121441691;28121441691
1;14;35044353193;35044353193;35044353193
1;15;28100149739;28100149739;28100149739
1;16;36682507483;36682507483;36682507483
1;17;31390492018;31390492018;31390492018
1;18;28275167305;28275167305;28275167305
1;19;27923785076;27923785076;27923785076
1;20;0;0;0
1;21;29281497299;29281497299;29281497299
1;22;30673529736;30673529736;30673529736
1;23;28655282654;28655282654;28655282654
1;24;0;0;0
1;25;28493420532;28493420532;28493420532


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;25481411783;5482500848;42953373543
2;2;26550417629;4296202660;45929468131
2;3;25971839777;3888690742;44962684782
2;4;27661019131;6032348525;46708682109
2;5;32573794254;6357837728;57257028966
2;6;26054160522;3877254162;43088778392
2;7;25842600569;411828878;42358217664
2;8;25117430861;3842024475;42115386523
2;9;24454623837;4874225356;42015356491
2;10;25903996604;3928985527;45061187107
2;11;26105698178;2885423776;44074724301
2;12;25383502898;5537567484;43069173596
2;13;29535079186;4066525844;58174278156
2;14;25985709945;3881909503;43213616047
2;15;24636533836;3798575238;41309773170
2;16;26494377625;5570249361;44813952611
2;17;27043269228;4335312170;45303888553
2;18;25894064983;3903203270;43335673738
2;19;24431935228;398979619;41695607053
2;20;26200106558;3920446873;45970498625
2;21;31573693921;4411954453;52142547517
2;22;26712243716;5654469143;45445275028
2;23;25963292909;9185657185;43761364084
