THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;0;0;0
2;0;0;0
3;0;0;0
4;2014651507;2014651507;2014651507
5;19598648191;18855980623;20250744840
6;20084004918;18426677301;22029018221
7;19577575166;16713676274;22504986077
8;16030609848;13497131993;20360523435
9;17093578297;16071170620;18363800050
10;17382530545;17216822068;17713470329
11;11643071464;11265840331;11967004216
12;9909641702;9069728376;11028191108
13;8582473100;7912933881;8936722644
14;8025495910;8025495910;8025495910
15;4127514157;3930815229;4282271347
16;2107772624;2107772624;2107772624
17;0;0;0
18;0;0;0
19;4089646021;4089646021;4089646021
20;2253212757;2253212757;2253212757
21;0;0;0
22;0;0;0
23;4203453973;4006744703;4400163244
24;0;0;0
25;0;0;0
26;2056327172;2056327172;2056327172
27;0;0;0
28;4836423708;4556914071;5670723639
29;3789706275;2457981634;4679835892
30;4963376354;4961519436;4965536133
31;7490863165;7378085284;7640157123
32;6752439613;5632944748;7397902009
33;9311710369;8533180493;10088832214
34;11712519552;11537115806;11880004226
35;10123138892;9050826571;10779591629
36;15349537066;14901165765;16391201172
37;20883795962;19138216762;22158087905
38;20297419576;19944354533;20636470895
39;12098178066;10808742323;12768922561
40;20239479663;19826940960;20897525626
41;18479664324;17634156760;19322606540
42;7621861615;6740770301;8092511187
43;10980804339;10923254285;11072473878
44;7823269651;6828260485;8989851453
45;13508707668;11510282301;15099920294
46;8482352614;8481450567;8483916514
47;12192620385;11776856005;13111973348
48;15615603758;13477568827;17097222971
49;12450053865;11393082419;13217460727
50;9050457957;9050457957;9050457957
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;0;0;0
1;2;0;0;0
1;3;0;0;0
1;4;0;0;0
1;5;0;0;0
1;6;0;0;0
1;7;0;0;0
1;8;0;0;0
1;9;0;0;0
1;10;0;0;0
1;11;0;0;0
1;12;0;0;0
1;13;0;0;0
1;14;0;0;0
1;15;0;0;0
1;16;0;0;0
1;17;0;0;0
1;18;0;0;0
1;19;0;0;0
1;20;0;0;0
1;21;0;0;0
1;22;0;0;0
1;23;0;0;0
1;24;0;0;0
1;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;0;0;0
2;2;0;0;0
2;3;0;0;0
2;4;0;0;0
2;5;0;0;0
2;6;0;0;0
2;7;0;0;0
2;8;0;0;0
2;9;0;0;0
2;10;0;0;0
2;11;0;0;0
2;12;0;0;0
2;13;0;0;0
2;14;0;0;0
2;15;0;0;0
2;16;0;0;0
2;17;0;0;0
2;18;0;0;0
2;19;0;0;0
2;20;0;0;0
2;21;0;0;0
2;22;0;0;0
2;23;0;0;0
2;24;0;0;0
2;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;0;0;0
3;2;0;0;0
3;3;0;0;0
3;4;0;0;0
3;5;0;0;0
3;6;0;0;0
3;7;0;0;0
3;8;0;0;0
3;9;0;0;0
3;10;0;0;0
3;11;0;0;0
3;12;0;0;0
3;13;0;0;0
3;14;0;0;0
3;15;0;0;0
3;16;0;0;0
3;17;0;0;0
3;18;0;0;0
3;19;0;0;0
3;20;0;0;0
3;21;0;0;0
3;22;0;0;0
3;23;0;0;0
3;24;0;0;0
3;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;0;0;0
4;2;0;0;0
4;3;0;0;0
4;4;0;0;0
4;5;0;0;0
4;6;0;0;0
4;7;0;0;0
4;8;0;0;0
4;9;0;0;0
4;10;0;0;0
4;11;0;0;0
4;12;0;0;0
4;13;0;0;0
4;14;0;0;0
4;15;0;0;0
4;16;0;0;0
4;17;0;0;0
4;18;0;0;0
4;19;0;0;0
4;20;0;0;0
4;21;50366287685;50366287685;50366287685
4;22;0;0;0
4;23;0;0;0
4;24;0;0;0
4;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
5;1;37281926648;27164253488;47395494120
5;2;0;0;0
5;3;32905882382;32905882382;32905882382
5;4;0;0;0
5;5;0;0;0
5;6;52253392377;43909808160;58336809287
5;7;24104750953;24104750953;24104750953
5;8;0;0;0
5;9;0;0;0
5;10;51456450890;51456450890;51456450890
5;11;0;0;0
5;12;53884590709;53884590709;53884590709
5;13;38562690300;38458830592;38666550009
5;14;0;0;0
5;15;0;0;0
5;16;0;0;0
5;17;52253238505;52253184413;52253292597
5;18;51096636199;51095118164;51098154234
5;19;0;0;0
5;20;37869985640;37869985640;37869985640
5;21;0;0;0
5;22;0;0;0
5;23;58296660190;58296660190;58296660190
5;24;0;0;0
5;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
6;1;26190124530;16101135480;29558240782
6;2;0;0;0
6;3;33614398478;33614398478;33614398478
6;4;33513292507;33512589799;33513995215
6;5;0;0;0
6;6;35570226313;35570226313;35570226313
6;7;37442816358;37430063178;37452803568
6;8;0;0;0
6;9;44281222334;44281222334;44281222334
6;10;0;0;0
6;11;0;0;0
6;12;40754936503;29373385654;56250545321
6;13;0;0;0
6;14;0;0;0
6;15;0;0;0
6;16;32775776722;29562911627;42407084350
6;17;51937290843;51937290843;51937290843
6;18;0;0;0
6;19;26420620509;18989792348;30755807582
6;20;0;0;0
6;21;39416573301;38971085851;39862060751
6;22;44282261258;35422247311;59621196688
6;23;0;0;0
6;24;0;0;0
6;25;55900583314;55900583314;55900583314


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
7;1;26327728035;22556942572;28215286998
7;2;0;0;0
7;3;0;0;0
7;4;0;0;0
7;5;37344794054;27670696136;52039842913
7;6;0;0;0
7;7;0;0;0
7;8;0;0;0
7;9;0;0;0
7;10;0;0;0
7;11;24521529020;23651337321;25194191580
7;12;35362378354;27390124583;50006970230
7;13;58890338366;58890338366;58890338366
7;14;25159613093;25159613093;25159613093
7;15;24609535360;24609535360;24609535360
7;16;21528305483;13237378494;29819232472
7;17;30528474591;15267561659;45134239338
7;18;0;0;0
7;19;33008722547;33008722547;33008722547
7;20;41849781955;41849781955;41849781955
7;21;0;0;0
7;22;38798430719;31476210943;43162638269
7;23;38493679993;31140709434;45846650552
7;24;27517769018;25261921278;29773616758
7;25;25498298573;16671033120;29913991513


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
8;1;0;0;0
8;2;0;0;0
8;3;36111774191;25181053458;57358100261
8;4;0;0;0
8;5;0;0;0
8;6;26945670364;15771552879;43341824101
8;7;0;0;0
8;8;18591969579;13421831685;23762107474
8;9;0;0;0
8;10;26695244787;26695244787;26695244787
8;11;27898054967;25551737022;29869016035
8;12;0;0;0
8;13;30789851154;30789851154;30789851154
8;14;36728529604;36728529604;36728529604
8;15;31410759293;23701914280;54527842575
8;16;27590947965;25741883745;31239404869
8;17;35326101129;26211325392;53555257163
8;18;23047196326;15859433531;30234959122
8;19;25104672941;25104672941;25104672941
8;20;0;0;0
8;21;30288797063;23638940843;40365250612
8;22;24235676845;23030328505;25441025186
8;23;0;0;0
8;24;0;0;0
8;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
9;1;0;0;0
9;2;32990505078;32990505078;32990505078
9;3;42418152586;42418152586;42418152586
9;4;30868256044;24153677423;44296300786
9;5;30488287128;29504457340;31472116917
9;6;35656162585;32141931377;39170393793
9;7;0;0;0
9;8;29850040228;26575987101;32009950776
9;9;0;0;0
9;10;0;0;0
9;11;0;0;0
9;12;0;0;0
9;13;32905561461;32905561461;32905561461
9;14;0;0;0
9;15;30514567564;30514567564;30514567564
9;16;0;0;0
9;17;35357515654;33466947824;37248083485
9;18;26376725150;26053618407;26699831893
9;19;0;0;0
9;20;38606791121;32937974798;44275607445
9;21;32493450983;31895050349;33687879954
9;22;0;0;0
9;23;0;0;0
9;24;28813441862;26220834212;31406049512
9;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
10;1;0;0;0
10;2;31798918717;31798918717;31798918717
10;3;42623780467;42623780467;42623780467
10;4;0;0;0
10;5;0;0;0
10;6;0;0;0
10;7;39085073766;39080030772;39092233580
10;8;37322642007;33187015738;45586065897
10;9;42491938291;42491938291;42491938291
10;10;0;0;0
10;11;0;0;0
10;12;40337220722;40337220722;40337220722
10;13;32321837971;32321837971;32321837971
10;14;33835315453;33835315453;33835315453
10;15;0;0;0
10;16;31243808104;31241765433;31246718996
