THREAD; AVERAGE-REPETITIONS; MIN-REPETITIONS; MAX-REPETITIONS (nanoseconds)
1;0;0;0
2;25290829465;23548373617;27106107628
3;48604886747;15412317671;51818807340
4;32930143076;7701222588;49992952864
5;15171482732;6168693532;23869193079
6;12382403233;4707152048;19885264115
7;17147505609;3606929643;39066300680
8;17825697991;4311943319;53176239061
9;18548483035;3794327737;49838718309
10;15085803320;4070526309;45153350180
11;14836220740;3936280080;42880103485
12;10779984550;3915933768;35916417603
13;13329153149;4034660081;33668257591
14;13135626503;4121195294;36273771937
15;14390745850;4138694068;39366743781
16;12799415667;4159840571;35355152414
17;10968680416;4027455483;40016746206
18;14119697346;3909252080;43573874769
19;11966390018;4045996301;43621320299
20;13706453501;3857425756;41788149206
21;14357162534;3740996338;40488202866
22;14451938757;3860403084;43863307395
23;15335329320;3863209715;45303755348
24;15437279157;4066421134;48080324443
25;14219979341;3762632708;40822149164
26;16456733021;3717078556;45652916367
27;14891360078;3613371607;45556924053
28;14762941161;3696832667;42596903204
29;13727614027;3630125616;42274061815
30;13763686885;3458620690;44137008798
31;13144123209;3589430388;44618142797
32;16761574192;3360935688;49617789900
33;15986175895;3380680681;48196945262
34;16631414787;3375618577;46935708152
35;16004920350;3660876435;45171626301
36;16131155777;3432766899;44980910389
37;15107494730;3501503487;42169543615
38;15756422823;3407348327;45184454878
39;16369296285;3345459573;46052840944
40;15707646788;3152959487;43792506723
41;15788321509;3245129149;41511357787
42;16026829807;3270293612;44730447953
43;17247786513;3229042643;48159873822
44;14889010564;3115455246;40612749603
45;15248811731;2824825898;42786175971
46;14680906999;3002071246;44831455319
47;14843159782;3001164583;44907014673
48;14592165238;3276757884;39440840151
49;14777947403;3304445319;39294046173
50;14434066467;3256848982;42006219924
THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
1;1;0;0;0
1;2;0;0;0
1;3;0;0;0
1;4;0;0;0
1;5;0;0;0
1;6;0;0;0
1;7;0;0;0
1;8;0;0;0
1;9;0;0;0
1;10;0;0;0
1;11;0;0;0
1;12;0;0;0
1;13;0;0;0
1;14;0;0;0
1;15;0;0;0
1;16;0;0;0
1;17;0;0;0
1;18;0;0;0
1;19;0;0;0
1;20;0;0;0
1;21;0;0;0
1;22;0;0;0
1;23;0;0;0
1;24;0;0;0
1;25;0;0;0


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
2;1;19990913091;19990913091;19990913091
2;2;26892692297;19921125939;35684816506
2;3;15943035568;15943035568;15943035568
2;4;18157892554;18157892554;18157892554
2;5;21465518173;18601625136;24329411210
2;6;44239492101;44239492101;44239492101
2;7;24047345472;24047062755;24047628190
2;8;23076588435;19598049962;26555126909
2;9;26159095918;18379797083;33938394754
2;10;17607723049;17607723049;17607723049
2;11;18318721723;18318721723;18318721723
2;12;30357154959;26596341574;34117968345
2;13;33957694344;33957694344;33957694344
2;14;30308515432;26455219309;34161811556
2;15;48531760112;48531760112;48531760112
2;16;35463176256;35463176256;35463176256
2;17;23828563616;23828563616;23828563616
2;18;21710289017;19196122621;24224455413
2;19;31486654100;31486654100;31486654100
2;20;44232045832;44232045832;44232045832
2;21;24026333758;14493118189;33559549328
2;22;0;0;0
2;23;17397802235;17397802235;17397802235
2;24;13599712394;13599712394;13599712394
2;25;21472016206;18665690891;24278341521


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
3;1;57045581984;7080768645;59980262645
3;2;56115633271;9903695512;59722967724
3;3;57211736713;11614111360;59988919682
3;4;55293634421;9868626459;59428401864
3;5;57052379630;12304288394;59585431319
3;6;39301468399;7107734573;59935752240
3;7;10858384934;10858384934;10858384934
3;8;10308535512;7865315773;12130901972
3;9;57106101307;11831031598;59710461385
3;10;59412657160;59354489467;59520559596
3;11;57734461296;7585292405;59808111715
3;12;58173159261;56150986159;59175902803
3;13;50445821449;7696559758;58805201360
3;14;58253536764;10061569417;59723857153
3;15;56878675036;7696280603;59966726916
3;16;57031918360;55403567423;59752220045
3;17;57261377332;7525306219;59990336482
3;18;57013511490;16818244218;59452087765
3;19;7447624278;7174888847;7720359710
3;20;55580036281;6963871944;59927840550
3;21;10946637003;10946637003;10946637003
3;22;55700999825;15844024590;59819193291
3;23;58083621693;7780643769;59758138046
3;24;55911177438;9891794209;59769603888
3;25;58953497860;9979828512;59991923414


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
4;1;33499195832;6013969513;45880359725
4;2;37348330919;8524238276;58872121038
4;3;39751156030;7667260853;59340811263
4;4;27382082231;5856801633;59598895111
4;5;33970659265;7656835087;53279102511
4;6;34829017884;5565012802;50622396631
4;7;33767963159;5425659337;59905310172
4;8;34005190315;5246412254;51504679226
4;9;34891804515;8431662963;42688745008
4;10;26753513193;5436895961;32098126718
4;11;39567065193;11075806562;58356838788
4;12;36021304959;7569603539;54972382594
4;13;22589571878;5273656219;59735448220
4;14;28525181018;28085252385;49277050854
4;15;40585032468;6085115007;59908587055
4;16;36546183569;7751704407;54042819827
4;17;34218293226;8385176748;37133186620
4;18;27709899713;5483709801;39595205327
4;19;31985875923;5381598639;38604930096
4;20;35466418997;5320248803;54519770879
4;21;23843357522;5358012680;41424550397
4;22;34443087068;8294307377;41483073337
4;23;38655111515;5302545436;58101352477
4;24;30391568186;6158594668;56388901174
4;25;26506712323;11180483762;32489176557


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
5;1;14855954194;4586333179;26026503927
5;2;14584684419;11768363158;21900252546
5;3;17330576349;10413004586;21389064112
5;4;15149022035;4755316388;23788334132
5;5;14914770602;3483082277;20159410484
5;6;15882553187;9337994773;47611000839
5;7;13916609285;4464407348;17826330441
5;8;16083647001;5149384628;24950472406
5;9;15028826974;4755514457;22727658194
5;10;15220406863;3801827467;21115911101
5;11;15111083555;11679042588;24915861024
5;12;14836264986;5280122753;24645698336
5;13;13568137458;4583502093;18306086388
5;14;15827486220;5024308606;22177569426
5;15;14756810951;4661699252;20140803859
5;16;14564325893;4512825163;26772096174
5;17;16224361036;12443634876;23663447031
5;18;13074345947;4557885849;14755043099
5;19;15464679398;4697989759;22342238609
5;20;16131381348;4865610224;25831972919
5;21;14887026868;4744719092;18380009261
5;22;16399543799;5038299351;24336778208
5;23;14439954874;4359203265;25517082967
5;24;14571981274;2604141169;23351131848
5;25;16462633794;12649126006;34099069645


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
6;1;11564789601;3455553639;13045312812
6;2;11444306361;3225112130;13165218205
6;3;11467589484;4303998832;13596245821
6;4;12559914965;4387827294;13452223467
6;5;15507722095;7225354549;56750999010
6;6;12910593782;6524933057;14063142522
6;7;11254610146;4343248304;13520733501
6;8;12644579040;3484733535;13931541998
6;9;10899505239;4201209023;13109155214
6;10;13355775992;3293446723;15089757846
6;11;11635626384;5031664290;13151019613
6;12;11553341726;6111548185;13166815265
6;13;14496917729;7407931036;44544741441
6;14;11142880882;4256884534;13392309428
6;15;12931723463;4659157729;13967004955
6;16;11067346798;3893701434;13122283558
6;17;15267900028;3715826453;53249351942
6;18;13244059335;4424166130;14785058297
6;19;11521257104;4316700097;13514029227
6;20;12231087929;4044915695;12991026862
6;21;11320840774;4147509949;13287786855
6;22;11924096371;3388532831;13373760562
6;23;12458506552;4154481087;57167200441
6;24;13584999245;7221036682;14806669004
6;25;11570109804;6459328002;12888215052


THREAD; REPETITION; AVERAGE; MIN; MAX (nanoseconds)
7;1;16996452548;6826682301;58857374261
7;2;10936540329;3744249758;13184999490
7;3;9659918132;3422377006;12458469861
7;4;9173515243;3223202879;12520288403
7;5;11355575392;3198794889;53201355061
7;6;30655040632;4072032549;55700208826
7;7;9131703304;3219152364;57677708550
7;8;31166250908;3268215165;55044593726
7;9;32813263902;3266649812;58950769582
7;10;10892790956;3417177951;13940949479
7;11;19037915529;3080520429;56191234919
7;12;32468668323;3249499727;58721743686
7;13;26959163510;2414856008;47503848115
7;14;9392197787;3247379834;12513781430
7;15;9605214432;4167622281;12265093399
7;16;11684767150;3183238303;51817553418
7;17;16235034889;4365724624;22029880473
7;18;11477682682;3182234613;54979937813
7;19;13435504192;5746837168;58024573305
7;20;9654967985;3512017169;12645567803
7;21;18868565399;3107197423;57786755719
7;22;11421483981;4301651398;14142038583
7;23;9448443786;2395244019;12731732525
7;24;29603727194;3233673134;54789424354
7;25;26613252054;3327010277;58977634238


